14	-1	2	15	1	1	18	-1	-1	11	-1	-1	15	8	-1	13	-1	12	12	-1	-1	-1	16	5	-1	16	-1	16	-1	-1	-1	7	20	-1	10	2	8	7	-1	-1	-1	2	-1	11	11	6	9	18	6	-1	4	-1	8	-1	1	4	-1	-1	2	-1	13	-1	-1	-1	-1	8	4	-1	7	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	8	-1	-1	-1	7	-1	-1	-1	12	14	12	5	-1	-1	14	1	-1	10
19	-1	-1	7	-1	-1	15	-1	-1	18	-1	-1	-1	-1	-1	-1	15	5	-1	-1	-1	14	-1	18	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	15	-1	16	19	17	-1	-1	2	15	-1	-1	14	7	-1	19	-1	2	-1	-1	-1	8	7	-1	-1	19	-1	-1	-1	8	12	10	10	-1	4	16	7	4	15	-1	11	-1	-1	18	-1	17	3	13	7	10	-1	-1	-1	-1	20	-1	11	-1	18	-1	-1	-1	-1	-1	-1
-1	-1	1	1	4	10	11	-1	-1	-1	15	-1	-1	-1	9	-1	17	-1	-1	-1	-1	4	18	18	3	-1	11	13	9	-1	17	-1	-1	11	-1	-1	1	15	14	-1	-1	-1	-1	2	10	-1	-1	-1	11	-1	-1	16	11	-1	6	-1	7	13	-1	10	-1	12	-1	-1	9	-1	2	12	18	2	-1	16	-1	5	-1	-1	-1	8	-1	18	-1	-1	-1	17	-1	-1	18	-1	-1	14	10	-1	2	6	-1	-1	12	5	13	-1
20	-1	7	4	-1	2	5	10	17	15	8	-1	-1	-1	9	3	-1	-1	20	5	-1	-1	-1	-1	19	6	2	13	6	-1	-1	-1	1	-1	7	-1	-1	9	-1	4	-1	1	2	-1	-1	4	-1	-1	-1	14	11	-1	13	-1	-1	-1	-1	-1	-1	7	14	8	16	12	15	6	18	-1	11	14	-1	-1	18	-1	11	1	8	-1	2	15	-1	15	8	-1	5	-1	11	-1	-1	-1	6	-1	8	-1	-1	5	12	15	8	-1
-1	19	-1	-1	5	1	-1	-1	-1	-1	-1	-1	9	9	-1	9	15	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	7	-1	9	-1	-1	12	-1	13	-1	-1	-1	20	-1	-1	-1	20	8	-1	-1	-1	-1	13	2	-1	-1	20	-1	13	-1	20	13	-1	-1	-1	1	-1	4	-1	3	-1	-1	-1	-1	-1	8	-1	12	1	-1	19	-1	-1	12	13	2	12	-1	10	-1	-1	9	4	10	-1	-1	-1	-1	-1	9	-1	18	10	7
7	-1	18	-1	11	-1	-1	-1	-1	15	13	-1	-1	3	9	-1	3	7	-1	13	-1	-1	-1	-1	18	-1	-1	16	-1	11	-1	7	-1	10	-1	10	-1	17	-1	-1	-1	-1	-1	20	-1	5	-1	-1	-1	-1	3	-1	1	-1	-1	-1	10	-1	-1	-1	13	-1	9	-1	13	6	-1	-1	-1	-1	14	-1	1	10	-1	12	18	-1	20	-1	-1	12	1	-1	7	9	-1	9	-1	-1	13	-1	14	2	18	-1	2	16	-1	9
-1	-1	8	-1	-1	15	-1	-1	5	-1	-1	15	17	-1	15	3	-1	-1	-1	6	-1	4	20	-1	-1	5	-1	-1	-1	-1	-1	10	17	-1	-1	17	-1	3	19	8	12	-1	16	-1	-1	-1	-1	3	-1	-1	19	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	4	-1	-1	10	14	9	-1	-1	16	16	15	2	14	-1	-1	-1	10	19	-1	20	10	18	5	-1	12	-1	-1	-1	-1	-1	-1	-1	14	7	-1	3	6	12	-1
13	-1	-1	12	-1	-1	-1	7	-1	-1	12	5	-1	-1	-1	7	-1	-1	20	-1	14	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	4	12	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	18	-1	9	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	7	18	-1	-1	12	20	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	11	-1	2	-1	20	4	17	-1	-1	14	-1	-1	-1	-1	19	-1	-1	-1	4	-1	-1
16	11	14	19	-1	3	17	-1	19	8	12	-1	-1	20	-1	-1	-1	20	-1	-1	-1	14	-1	-1	14	7	-1	-1	9	-1	-1	19	-1	-1	-1	-1	-1	17	-1	-1	4	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	4	14	-1	-1	-1	-1	18	-1	14	-1	-1	20	7	10	-1	-1	1	-1	20	17	4	15	11	17	15	18	3	14	10	-1	3	11	18	-1	8	11	1	-1	-1	-1	-1	20	-1
19	-1	19	-1	-1	-1	11	10	-1	19	-1	-1	-1	5	-1	13	6	-1	-1	-1	-1	10	-1	11	20	-1	19	3	16	7	-1	7	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	10	-1	12	5	-1	-1	18	-1	-1	-1	17	14	-1	-1	-1	-1	20	-1	6	-1	-1	-1	2	-1	6	18	15	-1	-1	-1	-1	8	-1	-1	20	-1	-1	1	7	3	-1	10	-1	12	-1	5	-1	-1	-1	6	2	14	11	-1	-1	-1	11	20
17	-1	3	14	3	6	-1	18	-1	10	-1	-1	-1	-1	-1	-1	-1	14	-1	-1	-1	-1	3	-1	3	4	2	19	-1	6	5	-1	14	-1	19	11	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	17	-1	-1	-1	11	7	-1	-1	-1	-1	-1	8	15	-1	-1	-1	-1	10	20	-1	13	-1	-1	-1	-1	2	-1	-1	9	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	-1	-1	1	-1	-1	-1	12	-1	8
15	-1	15	-1	13	-1	8	17	-1	18	-1	14	4	-1	-1	-1	4	-1	14	10	-1	-1	20	-1	6	-1	-1	11	12	-1	-1	3	-1	16	-1	-1	-1	10	-1	-1	-1	-1	-1	7	-1	-1	19	-1	11	1	8	1	11	-1	-1	19	-1	17	-1	-1	-1	-1	-1	20	-1	-1	14	18	-1	-1	-1	-1	-1	-1	20	-1	6	1	7	-1	6	-1	-1	20	7	17	-1	14	-1	3	-1	-1	10	-1	-1	-1	7	6	-1	-1
-1	7	-1	5	-1	7	-1	4	-1	-1	16	-1	18	-1	-1	-1	20	-1	-1	-1	3	20	-1	10	-1	19	-1	-1	-1	13	-1	-1	-1	3	-1	15	8	-1	-1	-1	-1	-1	20	-1	-1	17	-1	18	-1	-1	-1	15	-1	-1	3	-1	-1	-1	5	-1	13	-1	-1	-1	18	-1	1	3	2	-1	-1	-1	9	16	2	17	-1	2	-1	-1	12	-1	-1	10	19	19	-1	3	-1	13	-1	19	-1	-1	-1	8	4	18	9	-1
-1	-1	17	1	-1	-1	1	-1	-1	18	5	18	18	-1	-1	-1	-1	-1	-1	11	-1	-1	10	-1	-1	-1	16	14	-1	-1	8	5	1	-1	-1	-1	-1	-1	-1	-1	16	2	-1	-1	-1	16	16	-1	8	-1	5	15	-1	-1	-1	6	1	-1	7	-1	-1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	6	-1	6	15	13	-1	14	-1	-1	-1	19	-1	6	-1	-1	7	11	-1	-1	-1	-1	-1	7	16
-1	16	-1	16	5	-1	3	-1	-1	-1	-1	-1	3	19	12	18	-1	1	14	20	3	6	-1	-1	-1	5	-1	16	16	-1	19	6	8	-1	-1	-1	-1	6	-1	-1	2	-1	-1	-1	-1	-1	14	18	3	-1	-1	-1	-1	18	-1	17	-1	-1	-1	7	20	-1	-1	-1	-1	3	18	-1	-1	-1	12	-1	10	-1	-1	15	19	-1	4	-1	8	20	8	-1	5	16	-1	10	-1	-1	-1	15	10	8	8	-1	-1	10	19	-1
2	6	-1	9	-1	-1	-1	17	-1	18	16	12	-1	6	-1	-1	5	-1	7	-1	4	-1	19	-1	5	-1	-1	-1	-1	-1	5	11	-1	-1	-1	20	-1	-1	7	14	6	-1	1	-1	7	-1	6	-1	-1	5	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	1	15	19	-1	-1	6	-1	-1	13	-1	-1	10	-1	-1	-1	-1	12	-1	20	-1	-1	-1	17	-1	-1	9	-1	-1	-1	10	-1
19	16	-1	10	-1	16	10	5	18	-1	-1	-1	11	2	-1	-1	-1	-1	-1	19	2	-1	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	16	4	-1	2	6	17	-1	-1	-1	-1	-1	15	-1	-1	10	-1	-1	-1	3	-1	-1	-1	11	-1	-1	-1	-1	16	17	-1	-1	-1	-1	9	19	-1	-1	-1	19	-1	-1	-1	-1	18	-1	17	-1	-1	-1	-1	15	17	6	-1	-1	4	11	-1	-1	-1	15	2	9	-1	-1	4
-1	13	-1	-1	2	-1	15	-1	-1	-1	16	-1	13	13	7	16	-1	-1	-1	3	19	11	-1	14	16	-1	-1	-1	-1	1	14	3	1	-1	-1	-1	-1	-1	-1	11	3	9	-1	-1	-1	-1	-1	-1	7	3	-1	-1	-1	-1	-1	2	-1	13	-1	-1	-1	-1	17	1	20	-1	-1	9	-1	-1	18	-1	16	16	-1	-1	4	-1	17	8	-1	5	19	-1	-1	15	-1	5	17	-1	5	17	11	-1	-1	7	-1	10	-1	-1
10	7	-1	-1	8	-1	13	-1	-1	-1	-1	-1	9	6	-1	-1	-1	-1	9	16	-1	12	-1	-1	16	-1	-1	-1	-1	-1	1	-1	19	5	18	-1	-1	10	18	-1	-1	20	-1	14	9	20	-1	-1	-1	-1	-1	12	13	13	7	-1	-1	-1	-1	-1	3	4	10	3	17	-1	-1	10	-1	-1	15	13	3	-1	-1	20	14	10	-1	6	-1	-1	-1	12	14	-1	-1	-1	12	-1	19	-1	11	-1	-1	-1	-1	-1	-1	8
-1	-1	19	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	9	11	-1	-1	-1	7	6	-1	13	-1	-1	-1	-1	1	-1	-1	18	-1	16	17	-1	-1	-1	-1	5	17	19	13	3	-1	15	4	-1	-1	-1	-1	-1	19	13	-1	3	6	17	-1	-1	-1	-1	-1	17	-1	10	-1	-1	-1	10	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	6	-1	-1	15	19	10	-1	-1	12	-1	-1	-1	-1	-1	-1	15	-1	-1	6	8	11
5	-1	-1	-1	-1	-1	6	20	15	18	-1	-1	17	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	8	19	5	-1	14	1	18	-1	-1	12	10	-1	12	-1	12	-1	-1	5	-1	-1	6	-1	-1	20	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	7	-1	-1	-1	-1	12	-1	16	15	-1	-1	9	-1	-1	7	12	10	13	12	-1	-1	-1	-1	8	-1	-1	-1	10	20	3	-1	-1	-1	-1	-1	-1	-1	20	-1	-1
-1	11	13	-1	2	-1	-1	3	-1	9	7	-1	-1	-1	-1	7	10	4	19	7	-1	3	-1	5	6	11	-1	3	-1	-1	-1	-1	1	-1	-1	-1	16	-1	-1	-1	-1	-1	-1	18	-1	2	-1	-1	-1	2	-1	-1	7	16	-1	-1	17	-1	17	9	6	-1	-1	4	9	-1	-1	-1	5	-1	7	-1	-1	-1	-1	4	20	-1	17	-1	-1	3	-1	-1	-1	4	16	9	-1	9	-1	-1	2	-1	11	-1	-1	9	-1	-1
19	-1	-1	10	12	17	-1	-1	-1	16	20	-1	-1	1	12	-1	17	12	-1	-1	14	-1	-1	1	8	-1	13	1	19	16	12	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	2	7	-1	13	-1	6	-1	-1	7	20	17	-1	-1	-1	-1	-1	-1	-1	8	-1	10	-1	4	-1	-1	8	-1	-1	-1	-1	8	8	12	-1	-1	-1	8	-1	-1	-1	11	-1	-1	-1	1	-1	-1	4
-1	-1	8	11	20	-1	-1	-1	-1	20	-1	-1	11	-1	-1	10	-1	-1	-1	-1	-1	16	3	-1	-1	-1	-1	-1	5	17	10	-1	-1	-1	6	-1	-1	-1	-1	15	-1	18	19	16	19	-1	18	-1	-1	-1	9	-1	6	-1	18	-1	9	-1	-1	-1	6	12	5	-1	-1	3	-1	-1	9	-1	18	8	3	-1	16	-1	19	-1	11	6	-1	11	15	-1	18	-1	-1	-1	14	2	-1	-1	19	-1	-1	20	-1	4	12	18
3	-1	-1	-1	19	-1	-1	9	-1	-1	10	-1	-1	7	13	-1	-1	-1	-1	7	19	-1	-1	-1	-1	-1	16	-1	18	-1	-1	-1	-1	6	-1	8	-1	5	4	2	18	-1	-1	20	7	17	-1	5	-1	9	-1	-1	-1	-1	-1	-1	13	8	7	-1	-1	20	7	-1	-1	-1	-1	10	3	9	19	18	7	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	7	-1	-1	15	18	-1	-1	-1	-1	17	19	-1	15	9
-1	15	-1	9	-1	-1	-1	6	-1	18	2	20	-1	-1	-1	10	17	-1	-1	-1	11	-1	15	-1	-1	20	4	-1	-1	-1	12	-1	-1	-1	8	-1	-1	19	2	1	-1	-1	-1	2	-1	9	6	13	-1	-1	1	-1	4	-1	4	-1	15	-1	-1	-1	-1	-1	6	15	-1	7	4	7	-1	20	18	-1	-1	-1	11	14	-1	-1	-1	-1	-1	5	3	-1	7	18	18	-1	16	5	5	12	-1	1	-1	1	-1	-1	-1	20
-1	-1	-1	12	11	-1	-1	-1	-1	5	8	15	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	-1	-1	-1	-1	7	-1	-1	11	9	-1	-1	-1	-1	17	11	3	8	16	2	-1	5	-1	14	19	20	10	-1	2	-1	20	14	5	5	-1	18	-1	3	16	-1	-1	-1	16	1	9	-1	7	-1	20	-1	-1	-1	-1	19	6	-1	-1	13	12	-1	-1	-1	-1	18	-1	-1	-1	-1
-1	-1	-1	7	-1	-1	-1	8	-1	-1	7	-1	15	9	-1	17	3	-1	17	-1	-1	10	-1	-1	6	-1	2	-1	10	-1	12	-1	-1	-1	5	19	7	-1	-1	-1	18	12	-1	5	20	-1	7	-1	1	-1	5	-1	-1	11	7	8	9	-1	19	-1	-1	-1	18	-1	-1	-1	6	-1	2	-1	-1	-1	15	-1	20	-1	-1	-1	-1	-1	-1	15	-1	15	-1	12	-1	15	-1	-1	-1	-1	8	-1	-1	-1	8	-1	14	-1
-1	1	14	3	-1	-1	9	11	-1	10	-1	16	14	-1	20	-1	19	18	-1	-1	-1	-1	-1	-1	-1	7	6	-1	18	5	-1	-1	-1	-1	4	2	-1	-1	-1	14	13	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	20	-1	10	-1	-1	-1	16	-1	-1	9	5	-1	-1	13	-1	-1	-1	14	-1	7	-1	-1	-1	11	12	-1	10	-1	-1	-1	8	-1	-1	3	-1	14	-1	19	11	-1	-1	20	-1	-1	-1	9	-1	20
-1	-1	7	-1	-1	8	10	-1	-1	-1	-1	19	-1	4	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	14	17	11	-1	17	-1	-1	-1	15	2	1	-1	-1	14	-1	-1	2	16	-1	10	-1	-1	-1	-1	2	-1	5	-1	20	7	-1	9	-1	19	3	-1	-1	11	-1	-1	7	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	16	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	6	-1	-1	-1	-1	12	-1
19	-1	20	-1	-1	-1	-1	-1	-1	4	-1	17	-1	-1	-1	-1	12	-1	4	-1	-1	-1	-1	16	2	6	-1	3	-1	19	5	-1	-1	-1	18	-1	11	18	13	-1	-1	1	19	15	19	-1	-1	15	-1	-1	-1	-1	-1	-1	11	-1	-1	6	7	-1	2	20	-1	-1	-1	-1	14	9	-1	10	-1	-1	13	-1	-1	-1	5	-1	8	-1	-1	-1	-1	11	-1	7	20	-1	1	-1	-1	18	9	-1	-1	1	1	-1	-1	2
10	-1	4	18	-1	-1	-1	-1	-1	-1	2	-1	-1	1	-1	-1	-1	-1	12	-1	-1	-1	-1	2	-1	-1	-1	9	20	13	-1	-1	18	18	-1	-1	9	12	-1	2	1	-1	-1	-1	-1	19	14	18	-1	12	19	-1	-1	-1	20	-1	-1	-1	-1	13	16	-1	-1	-1	-1	-1	18	-1	-1	9	-1	2	-1	19	5	-1	-1	10	-1	8	16	-1	13	-1	9	-1	-1	1	12	8	19	5	15	-1	-1	-1	-1	-1	-1	-1
7	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	2	20	-1	16	-1	-1	10	-1	-1	20	-1	-1	1	-1	-1	-1	3	-1	-1	-1	19	-1	-1	-1	-1	-1	16	19	-1	-1	17	7	8	-1	8	-1	-1	3	8	-1	20	5	-1	-1	-1	12	2	18	5	-1	-1	16	-1	6	15	6	-1	-1	4	18	-1	-1	7	8	-1	17	9	1	-1	17	-1	-1	-1	-1	-1	3	5	-1	-1	-1	-1	-1	-1	15	-1	-1	1
-1	8	-1	4	-1	-1	-1	-1	14	-1	11	2	2	-1	8	20	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	14	-1	6	18	12	16	20	2	-1	5	-1	-1	15	-1	17	-1	16	-1	-1	-1	-1	-1	-1	10	20	-1	-1	-1	-1	-1	-1	1	-1	8	16	13	-1	-1	-1	7	-1	-1	12	-1	-1	-1	-1	-1	-1	15	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	20	17	-1	10	4	-1	1	-1
16	-1	-1	-1	17	2	-1	-1	-1	19	11	15	10	-1	-1	-1	-1	18	-1	12	15	-1	-1	-1	-1	7	-1	-1	9	15	-1	-1	-1	19	7	-1	-1	20	-1	10	19	-1	7	16	-1	1	-1	-1	-1	17	-1	3	-1	7	-1	-1	-1	1	16	-1	-1	-1	-1	14	-1	16	-1	17	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	20	16	16	-1	-1	4	-1	16	-1	-1	7	-1	-1
-1	-1	18	8	-1	9	-1	17	-1	-1	6	-1	-1	4	-1	5	-1	-1	-1	5	-1	-1	17	16	-1	-1	15	-1	20	4	-1	2	-1	-1	17	9	-1	-1	-1	-1	-1	19	8	-1	1	-1	-1	17	14	18	-1	-1	-1	2	2	-1	-1	-1	-1	15	15	-1	13	15	9	19	-1	17	-1	-1	8	12	-1	-1	6	-1	14	-1	18	3	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	13	7	-1	4	8	16	-1	20
13	14	-1	-1	-1	-1	-1	-1	-1	18	9	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	19	-1	16	14	6	-1	-1	-1	-1	20	-1	-1	18	-1	6	17	7	1	-1	-1	14	-1	-1	-1	-1	-1	1	-1	20	-1	9	17	-1	-1	13	-1	-1	-1	-1	19	1	-1	-1	-1	-1	17	-1	-1	7	2	-1	-1	-1	7	5	-1	-1	-1	14	-1	-1	6	-1	-1	2	-1	-1	-1	1	-1	1	-1	-1	3	14	-1	7	-1	2
9	4	-1	-1	-1	14	13	-1	-1	11	18	14	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	18	-1	18	-1	-1	-1	-1	-1	13	-1	-1	-1	5	13	11	-1	-1	-1	15	18	8	-1	-1	17	1	-1	2	18	-1	-1	-1	-1	-1	4	6	-1	-1	-1	14	-1	-1	-1	17	10	-1	-1	-1	-1	3	5	4	-1	-1	11	3	-1	-1	-1	14	16	-1	8	8	-1	8	17	5	-1	-1	13	-1	18	9	2	-1	-1	1	4
-1	15	5	-1	14	-1	6	5	8	6	6	7	11	-1	13	-1	-1	6	-1	18	-1	11	-1	8	3	-1	10	7	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	-1	-1	-1	14	-1	2	-1	-1	1	13	-1	11	-1	-1	-1	5	-1	16	13	4	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	14	16	15	-1	14	-1	-1	-1	2	-1	7	-1	-1	9	9	18	-1	18	11	-1	-1	-1	-1	7	-1	-1	-1	-1
-1	-1	12	-1	-1	18	-1	-1	-1	9	-1	-1	-1	14	2	-1	-1	-1	-1	-1	17	1	-1	-1	-1	5	-1	3	-1	-1	-1	2	-1	-1	9	-1	8	-1	-1	2	-1	12	-1	-1	17	18	20	18	-1	-1	2	1	10	-1	15	-1	-1	-1	12	9	16	9	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	20	-1	-1	-1	16	8	-1	-1	-1	8	-1	-1	12	-1	-1	-1	-1
-1	-1	-1	-1	10	-1	-1	19	-1	6	4	19	-1	11	-1	3	19	-1	-1	-1	-1	8	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	1	16	5	-1	-1	-1	19	3	-1	-1	-1	-1	-1	1	2	-1	-1	-1	12	6	20	-1	9	-1	19	-1	-1	-1	7	4	-1	-1	-1	-1	10	-1	-1	15	7	-1	14	6	-1	1	-1	-1	9	12	13	1	15	4	-1	-1	17	-1	-1	13	2	-1	-1	-1	-1	10	-1
14	-1	12	8	-1	-1	8	-1	1	-1	-1	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	1	15	15	-1	-1	-1	-1	12	19	-1	-1	-1	-1	-1	-1	2	-1	-1	5	-1	-1	8	10	3	-1	9	-1	13	1	-1	-1	1	-1	-1	19	-1	1	-1	-1	7	5	-1	-1	17	5	10	-1	13	5	4	18	-1	17	12	-1	5	-1	5	-1	18	-1	-1	3	-1	-1	-1	3	1	11	20	-1	14	-1	20	-1	10	-1	-1	-1
-1	19	-1	-1	-1	5	17	-1	-1	-1	8	2	11	13	20	1	-1	-1	11	17	-1	11	-1	-1	-1	-1	3	-1	13	13	-1	7	2	6	-1	4	-1	-1	20	-1	-1	-1	-1	20	-1	-1	17	-1	-1	10	-1	1	-1	-1	10	8	-1	10	2	-1	20	1	-1	14	-1	-1	4	-1	-1	-1	16	-1	-1	9	8	10	5	-1	19	9	12	-1	18	-1	7	-1	-1	-1	7	3	11	-1	-1	1	-1	-1	-1	-1	14	-1
-1	-1	-1	17	16	15	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	11	-1	-1	-1	18	3	-1	-1	13	-1	-1	16	7	-1	-1	-1	5	11	-1	20	-1	-1	20	-1	7	2	-1	-1	11	-1	12	-1	-1	-1	2	-1	-1	5	6	17	12	-1	-1	14	7	11	-1	-1	14	16	11	-1	11	11	-1	11	-1	1	-1	5	17	19	1	15	10	-1	7	-1	20	-1	13	-1	-1	-1	17	-1	-1	-1	16	-1
